x,y,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6,motor1,motor2
10,14,0.994829,0.994792,0.521592,0.365333,0.947783,0.98374,0.993796,-0.993741
10,15,0.999281,0.999278,0.542485,0.394109,0.919254,0.981953,0.998344,-0.998262
10,16,0.999847,0.999846,0.650223,0.461077,0.781614,0.957344,0.998384,-0.998202
10,17,0.999992,0.999992,0.838089,0.554807,0.558525,0.94564,0.999238,-0.999122
10,18,1,1,0.885714,0.571429,0.514286,0.971429,1,-1
10,19,1,1,0.895127,0.615077,0.439524,0.800609,0.99896,-0.998141
10,20,1,1,0.952597,0.749347,0.253109,0.387866,0.998394,-0.996461
10,21,1,1,0.989896,0.838893,0.193694,0.244949,0.999557,-0.998686
10,22,1,1,0.997262,0.936467,0.178276,0.240823,0.999712,-0.998334
10,23,1,1,0.995428,0.944981,0.183285,0.249269,0.997756,-0.969437
10,24,0.999999,0.999999,0.986695,0.934915,0.244503,0.298273,0.988403,-0.65707
10,25,0.999999,0.999999,0.974034,0.946259,0.377051,0.397012,0.984749,0.102113
10,26,1,1,0.961748,0.959343,0.468333,0.464261,0.993172,0.729714
10,27,1,1,0.94874,0.950903,0.48592,0.489568,0.998876,0.959615
10,28,1,1,0.942431,0.90909,0.477836,0.525867,0.999956,0.998173
10,29,1,1,0.99999,0.828579,0.457147,0.542859,1,1
11,0,0.0034,0.0042,0.0013,0.0035,0.0018,0.002,0.0005,0.0089
11,1,0.0059,0.0017,0.0015,0.0088,0.0012,0.0008,0.0037,0.0064
11,2,0.0075,0.0042,0.0004,0.0082,0.008,0.0043,0.0006,0.0048
11,3,0.0089,0.003,0.004,0.0031,0.0069,0.001,0.0074,0.0002
11,4,0.00539862,0.0089979,0.00380765,0.00685569,0.00109377,0.00439882,0.00579854,0.00649901
11,5,0.0112157,0.0127074,0.00834041,0.00885931,0.0132488,0.0147958,0.00872962,-0.000177326
11,6,0.0212014,0.0213979,0.0122817,0.00792098,0.025236,0.0217908,0.0238535,-0.0112809
11,7,0.0482703,0.0417536,0.0300801,0.018674,0.0420886,0.048462,0.0453953,-0.0358119
11,8,0.0922462,0.0937074,0.0473937,0.03816,0.0854398,0.0944097,0.0899631,-0.0801915
11,9,0.170832,0.173583,0.091309,0.065099,0.165302,0.171963,0.17325,-0.164661
11,10,0.294871,0.295648,0.15977,0.117627,0.281541,0.299105,0.298118,-0.292048
11,11,0.49644,0.494406,0.277835,0.196811,0.44519,0.470522,0.494945,-0.487574
11,12,0.704328,0.704596,0.393943,0.284811,0.63575,0.672194,0.700182,-0.697201
11,13,0.869213,0.868409,0.48512,0.347651,0.787972,0.834129,0.861828,-0.859627
11,14,0.955577,0.9553,0.541344,0.388129,0.854509,0.918846,0.948409,-0.947751
11,15,0.986852,0.986764,0.598167,0.428163,0.829674,0.939085,0.97947,-0.979091
11,16,0.996736,0.996734,0.702675,0.49104,0.711133,0.925488,0.98861,-0.987956
11,17,0.999619,0.999616,0.827994,0.556622,0.563254,0.918877,0.993657,-0.993066
11,18,0.999971,0.999971,0.87675,0.58074,0.50625,0.918428,0.996311,-0.995739
11,19,0.999984,0.999984,0.895239,0.631588,0.437695,0.769512,0.989565,-0.984839
11,20,0.999995,0.999995,0.939984,0.745402,0.303368,0.478752,0.981459,-0.969552
11,21,0.999999,0.999999,0.974193,0.837162,0.225623,0.315864,0.982322,-0.964663
11,22,0.999999,0.999999,0.9862,0.89248,0.206406,0.276093,0.980896,-0.942268
11,23,0.999997,0.999997,0.986262,0.914066,0.230678,0.293093,0.968464,-0.816217
11,24,0.999995,0.999995,0.979445,0.926054,0.327259,0.372503,0.952192,-0.39657
11,25,0.999999,0.999999,0.968051,0.945887,0.47009,0.492562,0.959091,0.260773
11,26,1,1,0.950112,0.958687,0.557364,0.572077,0.982195,0.755844
11,27,1,1,0.918319,0.954462,0.560374,0.590106,0.996412,0.955549
11,28,1,1,0.85938,0.952465,0.529472,0.585281,0.999831,0.997723
11,29,1,1,0.771439,0.999993,0.542853,0.599998,1,1
12,0,0.0047,0.0083,0.0078,0.0032,0.0061,0.003,0.0035,0.0094
12,1,0.0072,0.0028,0.0062,0.0071,0.0032,0.0085,0.0009,0.0094
12,2,0.0008,0.0032,0.0014,0.0071,0.0076,0.0004,0.0072,0.0047
12,3,0.0047,0.003,0.0014,0.0058,0.0091,0.0091,0.0007,0.0039
12,4,0.00744786,0.00874766,0.0071798,0.00354203,0.00184443,0.000748853,0.0031485,0.00854976
12,5,0.00783424,0.0135089,0.00809774,0.00817478,0.0118721,0.01102,0.0104227,0.0036146
12,6,0.0240016,0.021636,0.0123636,0.0124243,0.0217801,0.0169048,0.0165106,-0.0120751
12,7,0.0387122,0.0368757,0.0242976,0.0165343,0.0355673,0.0418054,0.0415154,-0.0333959
12,8,0.0755537,0.074157,0.0388343,0.0336855,0.0720117,0.0744198,0.0757399,-0.0600035
12,9,0.134342,0.132514,0.0744018,0.051527,0.12279,0.131218,0.130338,-0.121375
12,10,0.233354,0.230723,0.128083,0.0923237,0.217507,0.23163,0.233277,-0.223061
12,11,0.382394,0.385367,0.224485,0.161487,0.33749,0.362749,0.383722,-0.37883
12,12,0.55759,0.560073,0.326304,0.241215,0.482625,0.521532,0.553317,-0.545467
12,13,0.726092,0.726559,0.431094,0.314905,0.621665,0.673384,0.708496,-0.706409
12,14,0.854342,0.854371,0.522111,0.38115,0.709948,0.786575,0.830277,-0.830013
12,15,0.931711,0.931739,0.607726,0.440063,0.723965,0.844758,0.903252,-0.901287
12,16,0.972836,0.972603,0.702823,0.502096,0.666696,0.858508,0.938551,-0.935925
12,17,0.991524,0.991562,0.794569,0.56042,0.577737,0.846443,0.951996,-0.946872
12,18,0.997542,0.997541,0.852336,0.606261,0.505274,0.802243,0.947807,-0.938008
12,19,0.999144,0.999147,0.890059,0.667786,0.434119,0.681349,0.921876,-0.893377
12,20,0.999676,0.999675,0.928254,0.750956,0.351536,0.510807,0.886694,-0.836455
12,21,0.999872,0.999871,0.957235,0.822219,0.298575,0.392921,0.863535,-0.77636
12,22,0.999926,0.999926,0.971148,0.868312,0.295321,0.357019,0.846962,-0.671516
12,23,0.999952,0.999952,0.975066,0.898206,0.351407,0.393036,0.833776,-0.428226
12,24,0.999983,0.999983,0.973827,0.925475,0.473684,0.497527,0.849559,0.0119201
12,25,0.999998,0.999998,0.968348,0.952044,0.616298,0.629293,0.906569,0.507327
12,26,1,1,0.956098,0.968133,0.704694,0.718626,0.964129,0.835441
12,27,1,1,0.931696,0.972296,0.716366,0.740451,0.991919,0.964826
12,28,1,1,0.88624,0.974614,0.665724,0.704467,0.998961,0.99548
12,29,1,1,0.847618,0.979848,0.61894,0.666388,0.999839,0.99935
13,0,0.0084,0.0042,0.0011,0.0081,0.0091,0.0002,0.0068,0.0027
13,1,0.0027,0.0036,0.0042,0.0084,0.0058,0.0028,0.0047,0.0041
13,2,0.0065,0.0047,0.0016,0.0054,0.0022,0.0056,0.0031,0.0066
13,3,0.001,0.009,0.0097,0.0087,0.0079,0.007,0.0039,0.0062
13,4,0.00150346,0.00510308,0.00445578,0.000429559,0.00510012,0.00130348,0.0030033,0.00769559
13,5,0.00796173,0.010553,0.00776843,0.00151794,0.0131112,0.0040749,0.00786207,0.00280179
13,6,0.0163251,0.0168196,0.00714893,0.0114479,0.0122534,0.0156328,0.0153361,-0.00880856
13,7,0.0291226,0.0293175,0.0136568,0.0107944,0.0262337,0.0301946,0.0329234,-0.0231776
13,8,0.0611876,0.0540768,0.0296645,0.023858,0.0529391,0.0572059,0.0543612,-0.0445957
13,9,0.0988292,0.10398,0.0590888,0.0393067,0.0988227,0.0981771,0.104342,-0.0920515
13,10,0.172151,0.165724,0.0931749,0.0724816,0.156697,0.169673,0.166976,-0.158044
13,11,0.281298,0.282736,0.167184,0.122517,0.243608,0.265505,0.283474,-0.275418
13,12,0.41774,0.421235,0.256734,0.190424,0.345324,0.379473,0.407804,-0.404251
13,13,0.567408,0.570012,0.35911,0.265067,0.456385,0.505905,0.538122,-0.530745
13,14,0.705307,0.706226,0.461308,0.340647,0.547083,0.615629,0.654988,-0.652853
13,15,0.816008,0.815361,0.562804,0.416569,0.594398,0.695554,0.747118,-0.742179
13,16,0.897692,0.896897,0.66302,0.491808,0.592931,0.735706,0.800738,-0.791938
13,17,0.950119,0.95014,0.755836,0.56476,0.559048,0.736902,0.814705,-0.793931
13,18,0.97846,0.978351,0.827734,0.632251,0.511134,0.693312,0.782005,-0.740211
13,19,0.991576,0.991515,0.88149,0.703069,0.464307,0.608639,0.702507,-0.615452
13,20,0.996552,0.996575,0.920755,0.770016,0.425381,0.510145,0.592267,-0.466749
13,21,0.998647,0.998654,0.947303,0.825051,0.41274,0.445595,0.5003,-0.304527
13,22,0.999468,0.999468,0.962204,0.865338,0.436693,0.43779,0.464348,-0.124579
13,23,0.999823,0.999823,0.97002,0.898472,0.508161,0.495123,0.510815,0.11683
13,24,0.999969,0.999968,0.974264,0.931246,0.628855,0.615476,0.649823,0.43376
13,25,0.999998,0.999998,0.975772,0.960675,0.761319,0.7565,0.826333,0.738077
13,26,1,1,0.974814,0.979589,0.854157,0.858372,0.947107,0.921945
13,27,1,1,0.973058,0.988749,0.900425,0.908966,0.991049,0.986295
13,28,1,1,0.971984,0.993273,0.920096,0.929329,0.999043,0.998443
13,29,1,1,0.971618,0.994815,0.92581,0.93493,0.999826,0.999715
14,0,0.0057,0.0038,0.0079,0.0091,0.0064,0.0064,0.005,0.0097
14,1,0.001,0.0066,0.003,0.0072,0.0065,0.0071,0.0026,0.0078
14,2,0.0088,0.0084,0.0001,0.004,0.009,0.0054,0.0095,0.0026
14,3,0.0056,0.0022,0.0018,0.008,0.0062,0.0029,0.0074,0.002
14,4,0.00656729,0.00526738,0.0010367,0.00311914,0.00186567,0.00586734,0.00276755,0.00253209
14,5,0.00493594,0.00812812,0.0109981,0.00976043,0.0053113,0.00483618,0.00922544,-0.000546684
14,6,0.00893132,0.0148831,0.00965523,0.00287755,0.0103348,0.0132959,0.0106177,-0.000301253
14,7,0.0256895,0.0228432,0.0150343,0.0101978,0.0253069,0.0216655,0.024021,-0.0149914
14,8,0.0456913,0.0436701,0.0261478,0.0142936,0.0381766,0.0464809,0.0402051,-0.0329864
14,9,0.073624,0.0711094,0.0407993,0.0339846,0.0687587,0.0690116,0.0777217,-0.0631933
14,10,0.122788,0.121021,0.0700807,0.0543547,0.106871,0.122547,0.122877,-0.10918
14,11,0.201276,0.201997,0.123509,0.0967002,0.168753,0.186552,0.20168,-0.195355
14,12,0.303649,0.307842,0.195568,0.147227,0.243445,0.268092,0.287292,-0.283657
14,13,0.42133,0.423645,0.280435,0.213345,0.323251,0.35804,0.37586,-0.374065
14,14,0.548856,0.548401,0.376323,0.28843,0.39936,0.452919,0.469354,-0.463217
14,15,0.666416,0.668189,0.483183,0.370119,0.458071,0.52963,0.540808,-0.533851
14,16,0.77539,0.775186,0.592601,0.458528,0.492046,0.580051,0.580893,-0.564909
14,17,0.866523,0.865984,0.703727,0.554292,0.507258,0.601453,0.568479,-0.522477
14,18,0.932559,0.932546,0.802122,0.649084,0.50758,0.58374,0.473792,-0.384921
14,19,0.972903,0.972886,0.878609,0.735874,0.506386,0.535495,0.292302,-0.141095
14,20,0.990175,0.990219,0.925406,0.79869,0.507626,0.475458,0.0515045,0.123301
14,21,0.99702,0.997026,0.951617,0.842574,0.521814,0.439988,-0.133279,0.35141
14,22,0.999153,0.999152,0.964602,0.873852,0.549704,0.446395,-0.167545,0.498965
14,23,0.99979,0.99979,0.971646,0.901246,0.608731,0.514193,-0.00296098,0.607206
14,24,0.99997,0.99997,0.977269,0.932235,0.717475,0.655463,0.344949,0.739486
14,25,0.999999,0.999999,0.983045,0.963567,0.846489,0.821762,0.719921,0.883008
14,26,1,1,0.988704,0.985108,0.937821,0.934503,0.936023,0.971629
14,27,1,1,0.994406,0.995495,0.980956,0.982213,0.994692,0.997496
14,28,1,1,0.998633,0.999228,0.996489,0.996908,0.999917,0.999962
14,29,1,1,0.99969,0.999852,0.999278,0.999369,0.999999,1
15,0,0.0097,0.0035,0.0059,0.0023,0.0076,0.0054,0.0039,0.001
15,1,0.0069,0.0017,0.007,0.0021,0.0018,0.0082,0.0075,0.0095
15,2,0.0025,0.0052,0.0034,0.0046,0.0069,0.0071,0.001,0.0086
15,3,0.0027,0,0.0037,0.0076,0.0087,0.003,0.0025,0.0083
15,4,0.00654168,0.00824161,0.000722744,0.00401182,0.0037406,0.00454176,0.00504174,0.000758015
15,5,0.00788254,0.00368965,0.00374295,0.00839874,0.00177655,0.00199253,0.00908051,0.00100239
15,6,0.0110293,0.00635586,0.00987688,0.00421322,0.0131572,0.013714,0.00665416,-0.00516265
15,7,0.0208215,0.0174658,0.0142975,0.0111031,0.0202962,0.0135179,0.0178606,-0.00887909
15,8,0.0344843,0.0315629,0.0218191,0.0122361,0.0250672,0.0292642,0.0293231,-0.0202669
15,9,0.0524363,0.053103,0.0298691,0.0235361,0.0497318,0.0488267,0.0549128,-0.0460544
15,10,0.0814655,0.0842269,0.0485657,0.0407947,0.0746832,0.0830688,0.0797166,-0.078428
15,11,0.1455,0.144465,0.0933648,0.0692717,0.116451,0.124702,0.138072,-0.131605
15,12,0.217968,0.218441,0.147685,0.111915,0.160898,0.179917,0.197257,-0.188427
15,13,0.310931,0.311001,0.213845,0.165894,0.227067,0.244506,0.249959,-0.245026
15,14,0.411697,0.414121,0.296847,0.234435,0.283856,0.314268,0.306396,-0.299479
15,15,0.526111,0.524867,0.400087,0.314506,0.344297,0.378157,0.340985,-0.331742
15,16,0.643876,0.642187,0.513603,0.409513,0.394272,0.435167,0.344936,-0.321288
15,17,0.76813,0.768551,0.649139,0.532426,0.448486,0.473567,0.283375,-0.215367
15,18,0.879163,0.878824,0.781381,0.658293,0.496949,0.484707,0.109255,0.0141913
15,19,0.957407,0.957428,0.887542,0.764265,0.539373,0.463359,-0.190145,0.354893
15,20,0.989861,0.989783,0.941993,0.821721,0.561178,0.417438,-0.540702,0.66683
15,21,0.998425,0.998429,0.96285,0.853963,0.57118,0.385805,-0.74774,0.844404
15,22,0.999722,0.999722,0.972073,0.884274,0.577648,0.380437,-0.76461,0.895525
15,23,0.99992,0.999921,0.975685,0.9036,0.613211,0.437131,-0.559312,0.893049
15,24,0.999982,0.999982,0.978716,0.925727,0.719127,0.602806,-0.0431495,0.902481
15,25,0.999999,0.999999,0.985481,0.957504,0.866461,0.820208,0.573053,0.949736
15,26,1,1,0.993409,0.982484,0.963773,0.955653,0.916885,0.988926
15,27,1,1,0.998547,0.994638,0.995423,0.995294,0.995655,0.999436
15,28,1,1,0.999963,0.999395,0.999914,0.999924,0.999992,0.999999
15,29,1,1,1,1,1,1,1,1
16,0,0.0031,0.0049,0.0046,0,0.0012,0.0064,0.0068,0.0041
16,1,0.0065,0.0023,0.0071,0.0096,0.004,0.0081,0.006,0.0094
16,2,0.0018,0.0053,0.0044,0.0063,0.0049,0.0035,0.0092,0.0093
16,3,0.0014,0.0019,0.0024,0.0065,0.0092,0.0084,0.0001,0.0022
16,4,0.00322472,0.00482468,0.00201341,0.00440698,0.00132406,0.00892458,0.00852459,0.00757501
16,5,0.00223092,0.00672583,0.00785917,0.00530376,0.00491698,0.00462821,0.00552719,0.0043616
16,6,0.0126238,0.0124245,0.00361363,0.00496606,0.00600845,0.00485386,0.00684615,-0.000271606
16,7,0.0118654,0.0140459,0.00453837,0.00528213,0.012272,0.00909033,0.0129556,-0.00225168
16,8,0.0225296,0.0239047,0.0107234,0.0125505,0.0218319,0.0272008,0.0214492,-0.0118238
16,9,0.0369643,0.0328988,0.0185914,0.0212652,0.0337698,0.0370254,0.0362868,-0.029027
16,10,0.0568825,0.0589655,0.0368471,0.0272301,0.0542189,0.0616918,0.0622793,-0.0439112
16,11,0.0975167,0.10187,0.0617407,0.0517658,0.0804307,0.0865497,0.0974029,-0.0888777
16,12,0.148298,0.151712,0.101231,0.0824532,0.110785,0.121902,0.128927,-0.125684
16,13,0.223449,0.222435,0.167508,0.132349,0.158058,0.168292,0.152829,-0.148615
16,14,0.303793,0.309991,0.236719,0.188217,0.205588,0.220704,0.179578,-0.171987
16,15,0.409569,0.409985,0.322744,0.264253,0.255646,0.270395,0.17969,-0.170502
16,16,0.528379,0.528521,0.441302,0.365969,0.31704,0.320667,0.148745,-0.121709
16,17,0.679282,0.682136,0.596314,0.5057,0.396756,0.374392,0.0407842,0.035087
16,18,0.837851,0.837477,0.766689,0.65925,0.487919,0.413947,-0.189105,0.321746
16,19,0.954755,0.954759,0.901658,0.780043,0.557913,0.413921,-0.552628,0.684754
16,20,0.995701,0.995706,0.952756,0.813701,0.582233,0.382896,-0.890905,0.933502
16,21,0.999912,0.999912,0.961735,0.828958,0.581295,0.364287,-0.985905,0.993078
16,22,0.999995,0.999995,0.981268,0.91625,0.562753,0.326019,-0.987012,0.996155
16,23,0.999994,0.999994,0.98254,0.925144,0.576549,0.349792,-0.893567,0.985982
16,24,0.999988,0.999988,0.978619,0.919941,0.675658,0.511672,-0.402215,0.968438
16,25,0.999997,0.999997,0.982301,0.942244,0.8477,0.777685,0.38931,0.976341
16,26,1,1,0.991348,0.967938,0.962719,0.948479,0.871821,0.993779
16,27,1,1,0.997922,0.982593,0.995971,0.995066,0.990701,0.999549
16,28,1,1,0.999848,0.98803,0.999835,0.999836,0.999874,0.999996
16,29,1,1,0.99999,0.988937,0.999988,0.999989,0.999999,1
17,0,0.0044,0.0002,0.0033,0.001,0.0076,0.0069,0.0078,0.0053
17,1,0.0057,0.0083,0.0007,0.0077,0.0083,0.0039,0.0043,0.0027
17,2,0.0025,0.0037,0.0045,0.0054,0.0037,0.0062,0.0029,0.001
17,3,0.003,0.0088,0.004,0.0036,0.0001,0.0017,0.0069,0.0045
17,4,0.00171407,0.000314087,0.00550757,0.0093039,0.00721359,0.00351404,0.00451403,0.00288587
17,5,0.00243296,0.00573054,0.000867945,0.0100582,0.0096206,0.00553068,0.00343222,0.000564838
17,6,0.0108378,0.00974066,0.00775729,0.003109,0.00602288,0.0118353,0.0057509,0.00382454
17,7,0.0140786,0.0128857,0.00305953,0.0103841,0.0145162,0.0126869,0.00881,-0.00562897
17,8,0.0187626,0.0200472,0.0156918,0.00855691,0.0129017,0.0158664,0.0187626,-0.00868347
17,9,0.0299985,0.0283345,0.0148392,0.0161812,0.0215759,0.0267725,0.0301943,-0.0205041
17,10,0.0378819,0.040391,0.0228801,0.0204997,0.0358723,0.0401505,0.0378819,-0.0317058
17,11,0.0645733,0.0646671,0.042387,0.031601,0.0553166,0.0571555,0.0634215,-0.0555419
17,12,0.103499,0.102151,0.0726429,0.0592416,0.0750259,0.0851589,0.0867657,-0.0758876
17,13,0.162836,0.159049,0.12242,0.102312,0.110146,0.112106,0.0920735,-0.0772624
17,14,0.232066,0.227039,0.184459,0.147435,0.147939,0.154042,0.0914474,-0.0805421
17,15,0.316817,0.320239,0.261712,0.216697,0.191826,0.189733,0.0732207,-0.0614904
17,16,0.437102,0.440264,0.381272,0.321602,0.258432,0.239801,0.012225,0.0122238
17,17,0.605097,0.604461,0.547626,0.468375,0.354788,0.304952,-0.111659,0.189397
17,18,0.797486,0.79769,0.742698,0.644541,0.471782,0.366109,-0.351178,0.483457
17,19,0.949183,0.948952,0.902347,0.77956,0.562353,0.392216,-0.702221,0.813822
17,20,0.998077,0.998063,0.951571,0.791922,0.589157,0.382148,-0.971645,0.986064
17,21,1,1,0.94286,0.742869,0.599997,0.399995,-1,1
17,22,1,1,0.999998,0.999989,0.542859,0.285719,-1,1
17,23,1,1,0.988422,0.950045,0.559731,0.31739,-0.969375,0.998147
17,24,0.999978,0.999978,0.975916,0.914487,0.649178,0.463202,-0.568032,0.9876
17,25,0.999982,0.999982,0.971377,0.916388,0.825725,0.73822,0.248607,0.986751
17,26,0.999999,0.999999,0.979,0.932542,0.952259,0.930363,0.80894,0.995369
17,27,1,1,0.990758,0.944726,0.99316,0.990617,0.976993,0.999384
17,28,1,1,0.99822,0.938529,0.999572,0.999488,0.999092,0.999978
17,29,1,1,1,0.914287,1,1,1,1
18,0,0.002,0.0009,0.0007,0.0004,0.0041,0.0077,0.0095,0.0033
18,1,0.0015,0.0051,0.0076,0.0042,0.0051,0.0053,0.007,0.0061
18,2,0.0009,0.0062,0.0078,0.0014,0.0051,0.0045,0.003,0.0003
18,3,0.0065,0.0089,0,0.0085,0.0005,0.0026,0.0096,0.0024
18,4,0.00350771,0.000207738,0.00260418,0.00740215,0.00790746,0.00230772,0.000607735,0.00919219
18,5,0.00786045,0.00856012,0.00383126,0.00266645,0.00375786,0.00116355,0.00885998,0.00373417
18,6,0.00834857,0.00804906,0.00621736,0.00258918,0.00244052,0.0100457,0.0037562,0.0056282
18,7,0.0111461,0.00596625,0.00771323,0.00916371,0.00861684,0.00935308,0.003974,0.00419423
18,8,0.0131938,0.0105147,0.00958632,0.00642179,0.012375,0.0137683,0.0104155,-0.00535492
18,9,0.0178493,0.0200189,0.0123705,0.0127624,0.0193061,0.0169959,0.0152852,-0.0104528
18,10,0.0320101,0.0293715,0.0185656,0.0095001,0.0252024,0.0298309,0.0298601,-0.0200873
18,11,0.0500456,0.0438105,0.0278855,0.0246091,0.0378045,0.0348259,0.043121,-0.036694
18,12,0.0724893,0.0770487,0.0580201,0.0473371,0.0506707,0.0516503,0.0493928,-0.0412045
18,13,0.120906,0.120021,0.0959954,0.0767757,0.0809625,0.081141,0.0488731,-0.0361326
18,14,0.173491,0.171998,0.147047,0.123469,0.112095,0.106278,0.0343384,-0.0252942
18,15,0.25286,0.247886,0.21378,0.182592,0.148007,0.139149,0.00297612,0.00562617
18,16,0.358957,0.361918,0.319385,0.275674,0.212253,0.181176,-0.0578131,0.0854939
18,17,0.521467,0.522377,0.483477,0.420337,0.310614,0.249112,-0.176179,0.252599
18,18,0.730741,0.730144,0.685145,0.600277,0.436339,0.328187,-0.381992,0.520092
18,19,0.913013,0.913336,0.869563,0.757235,0.547793,0.380833,-0.671787,0.809585
18,20,0.990361,0.990375,0.948439,0.810701,0.583943,0.377744,-0.926044,0.969529
18,21,0.999748,0.999749,0.961478,0.828735,0.581941,0.363958,-0.990963,0.998057
18,22,0.999977,0.999978,0.980943,0.915794,0.563244,0.325913,-0.99034,0.999215
18,23,0.999937,0.999938,0.979585,0.920337,0.577406,0.347854,-0.911979,0.996662
18,24,0.999782,0.999781,0.962408,0.891715,0.670266,0.495281,-0.484623,0.990452
18,25,0.999841,0.999842,0.943715,0.870989,0.830745,0.743884,0.25496,0.990767
18,26,0.99998,0.99998,0.941893,0.863468,0.947465,0.921855,0.778318,0.996359
18,27,1,1,0.96063,0.866426,0.990347,0.986105,0.962694,0.999308
18,28,1,1,0.985894,0.863216,0.999068,0.99875,0.997071,0.999945
18,29,1,1,0.996167,0.855425,0.999885,0.999865,0.999773,0.999995
19,0,0.0011,0.0069,0.0094,0.0017,0.0007,0.0027,0.0064,0.0035
19,1,0.0031,0.0006,0.0029,0.0043,0.0043,0.0059,0.0047,0.005
19,2,0.008,0.007,0.0073,0.0005,0.0039,0.0074,0.0032,0.0072
19,3,0.0006,0.001,0.0051,0.0048,0.006,0.0008,0.0098,0.0069
19,4,0.0077,0.0094,0.0086,0.0083,0.002,0.005,0.0019,0.0051
19,5,0.0057031,0.00490318,0.00955309,3.84606e-05,0.000802854,0.00420325,0.00500317,0.00839544
19,6,0.00185385,0.00265341,0.00907228,0.00519595,0.00994359,0.00265341,0.00295324,-0.00045463
19,7,0.00440908,0.00890272,0.00550319,0.00950284,0.00948943,0.00610668,0.00740484,0.0045782
19,8,0.00712531,0.00772343,0.006136,0.00732647,0.01245,0.00920492,0.00443378,0.00214551
19,9,0.00680394,0.00660512,0.00869687,0.00385777,0.0100065,0.00586605,0.0155519,5.52911e-05
19,10,0.0120435,0.0184787,0.00715186,0.00593749,0.00885874,0.0131347,0.0115485,-0.00640027
19,11,0.0198649,0.0252594,0.0164478,0.0193209,0.0136202,0.0235918,0.0237886,-0.0140784
19,12,0.0414797,0.0471526,0.0319318,0.0272518,0.0282664,0.0275343,0.0269087,-0.0138323
19,13,0.0756358,0.0756358,0.069017,0.0593952,0.0455985,0.0472953,0.00937147,-0.00121258
19,14,0.119726,0.118576,0.10708,0.0914368,0.0727821,0.0661745,-0.00300023,0.0188459
19,15,0.179587,0.178022,0.164976,0.140759,0.100357,0.0852288,-0.0464886,0.0523523
19,16,0.269472,0.269838,0.253067,0.219853,0.154666,0.123645,-0.105668,0.128186
19,17,0.421014,0.421714,0.394689,0.345019,0.2475,0.190126,-0.198383,0.268284
19,18,0.617186,0.617262,0.587532,0.519447,0.373799,0.278002,-0.343954,0.490017
19,19,0.8208,0.820004,0.782324,0.690278,0.50405,0.35887,-0.542471,0.737958
19,20,0.94195,0.942467,0.903057,0.794523,0.568423,0.381588,-0.759987,0.904161
19,21,0.986586,0.986609,0.950556,0.84409,0.585944,0.37766,-0.869453,0.972407
19,22,0.995696,0.995684,0.962604,0.873071,0.592616,0.378934,-0.857862,0.987691
19,23,0.99692,0.996913,0.954796,0.873104,0.630373,0.435666,-0.674013,0.988496
19,24,0.997354,0.997343,0.925591,0.841913,0.732518,0.593278,-0.198461,0.988211
19,25,0.998808,0.998809,0.884898,0.792076,0.869037,0.801969,0.421441,0.992767
19,26,0.99982,0.999821,0.858055,0.747977,0.960086,0.940094,0.826992,0.997697
19,27,0.999992,0.999992,0.874305,0.739196,0.992176,0.988442,0.967431,0.999558
19,28,1,1,0.952636,0.766418,0.999333,0.999048,0.997471,0.999966
19,29,1,1,1,0.771429,1,1,1,1
20,0,0.0041,0.0044,0.0031,0.0036,0.0048,0.0096,0.008,0.008
20,1,0.0078,0.0035,0.0034,0.0014,0.0068,0.0016,0.0097,0.0011
20,2,0.0067,0.0073,0.0002,0.0093,0.0053,0.007,0.0038,0.0052
20,3,0.0096,0.0016,0.0042,0.0073,0.0063,0.0013,0.0062,0.0004
20,4,0.0057,0.0094,0.004,0.0004,0.0089,0.0019,0.0085,0.0068
20,5,0.0053,0.0018,0.008,0.0022,0.0032,0.0078,0.0031,0.0001
20,6,0.0053,0.0034,0.0094,0.0005,0.0003,0.0033,0.0055,0.0098
20,7,0.0047,0.0097,0.0072,0.0012,0.001,0.0036,0.0014,0.0065
20,8,0.00341106,0.0055104,0.00727418,0.00227765,0.00735822,0.00590137,0.00900931,0.00228716
20,9,0.00767977,0.00727996,0.0052257,0.000875854,0.00474635,0.00836563,0.000983009,0.00911211
20,10,0.00246194,0.0109512,0.00131881,0.00212021,0.00354611,0.00702003,0.00256181,0.00632694
20,11,0.00949799,0.0125852,0.012439,0.00955722,0.00344522,0.00267374,0.00713138,0.00103484
20,12,0.0197555,0.0148286,0.0204929,0.0137299,0.0130104,0.0130127,0.00280777,0.00468103
20,13,0.0406447,0.047377,0.0393968,0.0384314,0.0274106,0.0195773,-0.0134999,0.0279263
20,14,0.0699166,0.0731823,0.0730283,0.0617593,0.0385908,0.0280068,-0.037856,0.048773
20,15,0.119742,0.11361,0.110313,0.0952637,0.0635882,0.0500842,-0.070636,0.0855348
20,16,0.187373,0.184508,0.174506,0.15649,0.109524,0.0753899,-0.124017,0.143577
20,17,0.302648,0.30531,0.294853,0.258386,0.17906,0.130084,-0.198006,0.259996
20,18,0.471353,0.475432,0.450818,0.403558,0.293597,0.215187,-0.28567,0.428996
20,19,0.668692,0.668225,0.634625,0.56538,0.427619,0.314141,-0.38866,0.633027
20,20,0.815783,0.816928,0.777232,0.692636,0.519697,0.372084,-0.52516,0.79379
20,21,0.909271,0.908851,0.865336,0.774411,0.580932,0.412116,-0.594678,0.895225
20,22,0.952364,0.952172,0.898806,0.809435,0.626693,0.457256,-0.538651,0.942974
