x,y,motor1,motor2,sensor1,sensor2,sensor3,sensor4,sensor5,sensor6
0,26,12.5658,12.5661,1.11881,1.06146,1.69492,2.77801,21.3598,12.1551
0,27,4.92446,4.92291,0.429802,0.404901,0.645105,1.0546,8.35885,7.3013
0,28,2.37476,2.37988,0.199086,0.176448,0.295148,0.479589,4.0341,4.03967
0,29,1.14088,1.14296,0.0894353,0.090244,0.132924,0.225896,1.94044,1.94431
1,0,2.4121,2.41348,0.180561,0.165398,0.301788,0.484451,0.269066,0.259718
1,1,5.49165,5.48905,0.403317,0.367247,0.67599,1.09612,0.601507,0.587518
1,2,10.3198,10.4225,0.766913,0.697008,1.2911,2.08235,1.14258,1.19461
1,3,18.2058,18.3359,1.35293,1.2286,2.25893,3.66214,2.01432,2.06717
1,4,31.5091,31.6685,2.32604,2.1194,3.90767,6.47835,4.03372,4.06049
1,5,55.2153,55.3859,4.1189,3.84071,6.85851,11.2728,12.6564,7.26223
1,6,87.637,87.7806,6.56737,6.09337,10.9068,17.8352,23.6736,11.4533
1,7,119.892,119.975,8.94764,8.24254,14.8859,24.2402,28.7155,14.7725
1,8,141.523,141.545,10.4966,9.61721,17.5157,28.4463,28.3999,16.1568
1,9,148.687,148.691,10.9857,10.0422,18.345,29.7573,26.7528,16.226
1,10,149.706,149.707,11.0871,10.1593,18.4184,29.8622,32.1817,16.1931
1,11,149.611,149.612,11.2873,10.5001,18.4165,29.8918,64.1675,16.4837
1,12,149.538,149.539,11.7853,11.3564,18.407,29.9733,147.414,16.9197
1,13,149.912,149.913,12.1184,11.9924,18.1699,29.6875,230.328,16.1846
1,14,150,150,11.9204,11.7199,17.8215,29.1797,253.676,15.4519
1,15,150,150,11.5277,10.9038,17.5604,28.8427,254.986,16.1753
1,16,150,150,13.3639,13.2118,19.8877,32.5828,254.938,16.9353
1,17,149.997,149.997,14.2627,14.208,21.1918,34.6915,254.739,19.9186
1,18,149.657,149.656,14.3665,14.2802,21.5889,35.2944,253.616,27.5549
1,19,145.857,145.846,13.9675,13.8213,21.1957,34.6356,246.209,39.8444
1,20,133.095,133.045,12.5756,12.3898,19.1529,31.3346,223.615,52.5441
1,21,111.274,111.162,10.3421,10.1574,15.7516,25.8316,187.357,59.3607
1,22,86.5712,86.4073,7.91588,7.7583,12.0485,19.8149,145.937,57.716
1,23,63.9107,63.6702,5.7668,5.64593,8.75706,14.4543,108.022,50.0343
1,24,45.3586,45.1272,4.04741,3.96269,6.14831,10.1697,76.9033,39.8477
1,25,30.9246,30.7109,2.7432,2.68711,4.15205,6.78982,52.57,29.2854
1,26,17.9909,17.8159,1.59288,1.49215,2.41541,3.94168,30.5808,19.9531
1,27,7.77958,7.63656,0.674011,0.61895,1.0041,1.64505,13.2264,11.9388
1,28,3.73537,3.62934,0.308494,0.286337,0.458152,0.750873,6.34903,6.35376
1,29,1.76504,1.76702,0.137256,0.133582,0.208823,0.339305,2.99874,3.00328
2,0,2.10687,3.01669,0.224899,0.202654,0.372328,0.595899,0.342633,1.05458
2,1,5.26923,6.52349,0.480253,0.436098,0.796599,1.28756,0.724142,1.6994
2,2,10.3636,12.1781,0.896124,0.812035,1.49144,2.40529,1.3513,2.74731
2,3,18.8773,21.1995,1.56192,1.41673,2.59659,4.19982,2.34016,4.11531
2,4,33.7725,36.5303,2.69546,2.50951,4.50237,7.56312,4.79529,7.00055
2,5,60.5685,63.424,4.7285,4.8964,7.85985,13.0696,14.5682,11.1901
2,6,96.4913,98.8463,7.39483,7.2931,12.2938,20.2109,25.3813,15.3038
2,7,130.022,131.291,9.75874,9.2331,16.3064,26.5914,27.4577,17.1122
2,8,147.367,147.665,10.8843,9.9992,18.3327,29.7885,22.5257,16.5494
2,9,149.924,149.951,11.0098,10.0248,18.5911,30.1852,18.6458,16.0581
2,10,149.993,150,11.0134,10.0249,18.3845,29.7711,18.5654,16.0051
2,11,149.956,149.985,11.1115,10.2034,18.4045,29.8215,34.8306,16.1007
2,12,149.839,149.915,11.6052,11.0739,18.5976,30.244,114.48,16.5659
2,13,149.946,149.976,12.079,11.9023,18.7454,30.6098,217.708,15.1011
2,14,149.999,150,11.9097,11.7361,18.9156,30.9405,252.44,11.4863
2,15,150,150,11.6748,11.5892,19.3825,31.6713,254.976,7.41313
2,16,150,150,15.8607,15.8215,23.7044,38.8553,254.993,18.0035
2,17,149.999,150,15.3981,15.351,23.2197,37.9987,254.847,22.9077
2,18,149.939,149.943,15.5023,15.4714,23.7825,38.7998,254.409,37.5261
2,19,148.69,148.673,15.1477,15.1695,23.3634,38.095,251.7,53.168
2,20,141.859,141.612,13.8696,14.0474,21.323,34.8508,239.228,72.2904
2,21,126.043,125.34,11.8464,12.2283,18.1326,29.7745,212.758,86.785
2,22,104.364,103.179,9.52433,10.0396,14.5355,23.9991,176.167,88.2662
2,23,81.3834,79.8148,7.28227,7.83444,11.0907,18.4061,137.549,78.6378
2,24,60.1852,58.5028,5.31839,5.83696,8.09102,13.4952,101.914,63.3989
2,25,42.0606,40.4581,3.68609,4.0913,5.60501,9.20305,71.4341,46.643
2,26,25.3324,23.9057,2.20884,2.06742,3.35347,5.47744,43.069,31.4497
2,27,12.0251,10.8214,1.02742,0.947384,1.54237,2.51102,20.4336,18.9659
2,28,6.01511,5.16684,0.488107,0.45489,0.73733,1.21522,10.2292,10.2227
2,29,2.88598,2.43691,0.219517,0.212225,0.342264,0.557506,4.90319,4.90368
3,0,1.91228,3.23468,0.237755,0.215358,0.395835,0.629803,0.363167,1.40123
3,1,5.04161,6.90322,0.509894,0.461112,0.837531,1.35515,0.769356,2.22441
3,2,10.1156,12.8481,0.943947,0.861608,1.56207,2.52975,1.43183,3.55424
3,3,18.7969,22.3608,1.65079,1.60823,2.74421,4.5235,2.47004,5.41196
3,4,34.3138,38.6451,2.87561,2.82208,4.79073,8.61471,5.61401,9.4277
3,5,62.0011,66.5763,4.99456,5.48046,8.28955,14.4782,16.227,14.3936
3,6,98.7761,102.602,7.70449,7.87383,12.8099,21.6631,27.2145,18.436
3,7,132.429,134.43,9.99861,9.58987,16.7391,27.6258,27.693,18.8257
3,8,148.484,148.814,10.9495,10.0444,18.5625,30.2393,20.5565,16.6427
3,9,149.998,149.999,11.0003,10.0008,18.8539,30.708,17.6124,16.0023
3,10,150,150,11.0003,10.0006,18.1275,29.255,15.4532,15.9991
3,11,149.973,149.998,11.0454,10.0864,18.3305,29.6678,23.3346,16.0659
3,12,149.809,149.961,11.5167,10.9362,18.731,30.4939,89.2687,17.286
3,13,149.871,149.978,12.2281,12.0859,19.2739,31.5012,196.167,17.1027
3,14,149.982,149.999,12.4296,12.3509,19.7261,32.2511,245.964,13.5974
3,15,149.998,150,12.9537,12.8801,20.6038,33.6931,254.009,12.886
3,16,149.999,150,14.788,14.7387,22.7429,37.2052,254.698,20.2019
3,17,149.998,150,16.1517,16.1252,25.0635,40.8633,254.769,38.8326
3,18,149.99,149.993,17.0424,17.0332,26.988,43.8539,254.779,58.699
3,19,149.678,149.661,16.4236,16.4412,25.8708,42.1073,253.922,70.3325
3,20,146.67,146.32,14.7778,14.9071,22.9356,37.5743,248.101,98.2866
3,21,137.379,136.161,12.888,13.1997,19.7812,32.7175,232.466,124.435
3,22,121.679,119.307,10.9311,11.4028,16.675,27.8515,205.761,130.831
3,23,101.305,97.8356,8.89466,9.45908,13.5232,22.7938,171.333,119.357
3,24,78.7587,74.6429,6.84006,7.37728,10.379,17.6129,133.374,97.498
3,25,56.7016,52.4512,4.89718,5.34786,7.42081,12.2397,96.2589,71.9077
3,26,35.6135,31.62,3.06895,2.85092,4.63865,7.58264,60.5453,48.5769
3,27,18.364,14.9148,1.54942,1.4318,2.32139,3.79907,31.2167,29.587
3,28,9.55564,6.93334,0.785007,0.717807,1.18017,1.92232,16.2537,16.2493
3,29,4.6804,3.08404,0.364571,0.34764,0.561381,0.910346,7.94432,7.94296
4,0,1.6842,3.55927,0.269343,0.252204,0.441491,0.709768,0.38439,2.17064
4,1,4.66476,7.38377,0.552652,0.513302,0.915655,1.47782,0.793194,3.48847
4,2,9.62083,13.6805,1.03497,0.953902,1.69881,3.04634,1.52401,5.8284
4,3,17.9898,23.4417,1.795,2.10005,2.96217,5.6096,2.58312,8.97732
4,4,32.801,39.647,3.0379,3.47956,5.04201,10.2586,6.18227,14.5677
4,5,59.0365,66.6245,5.10901,6.47156,8.45911,16.2663,17.5381,20.8998
4,6,93.7435,100.636,7.68632,8.79229,12.7414,23.0938,29.5784,25.2543
4,7,126.493,130.884,9.85327,10.2189,16.4388,28.2855,31.2375,24.233
4,8,145.594,147.005,10.8897,10.3446,18.3439,30.3141,24.4246,19.1896
4,9,149.656,149.868,11.0138,10.0874,18.6079,30.2908,18.9269,16.5019
4,10,149.914,149.989,11.0161,10.0522,18.4031,29.8325,18.1439,16.1998
4,11,149.742,149.978,11.12,10.3249,18.4919,30.1008,29.8948,17.1172
4,12,149.366,149.936,11.6805,11.5746,19.0135,31.3947,89.2904,21.4706
4,13,149.496,149.958,12.5587,12.9851,19.842,32.9028,179.272,25.2066
4,14,149.821,149.995,13.221,13.5471,20.7066,34.0877,232.955,25.0111
4,15,149.949,150,14.0299,14.1659,21.9577,35.9566,249.623,27.5179
4,16,149.985,150,15.5139,15.5526,24.2996,39.6414,253.653,39.8189
4,17,149.998,150,17.2607,17.2511,27.4894,44.6404,254.821,60.3862
4,18,150,150,17.9621,17.9605,28.9169,46.8707,254.995,69.6224
4,19,149.922,149.912,17.0726,17.0866,27.1719,44.1707,254.593,82.5905
4,20,148.889,148.579,14.9701,15.0407,23.3,38.2087,252.309,132.236
4,21,145.08,143.91,13.2212,13.3735,20.2483,33.5234,245.944,171.985
4,22,136.826,134.233,11.8634,12.1422,18.0109,30.0787,231.782,182.965
4,23,122.113,117.62,10.3841,10.8269,15.7072,26.4015,206.808,170.538
4,24,100.481,94.1577,8.49562,8.9296,12.8442,21.6589,170.33,142.037
4,25,74.9951,67.5949,6.34673,6.79109,9.58498,15.8041,127.351,105.963
4,26,48.9199,41.402,4.14287,3.83843,6.25322,10.2307,83.1637,71.7881
4,27,26.8552,20.0927,2.24602,2.06478,3.35826,5.50374,45.6542,44.0104
4,28,14.3949,9.0683,1.18514,1.08112,1.76522,2.89317,24.4719,24.4609
4,29,7.2267,3.67411,0.575418,0.532364,0.865593,1.4152,12.2812,12.2842
5,0,1.13746,3.76048,0.284677,0.267818,0.466783,0.747268,0.398488,2.92705
5,1,3.65242,7.55592,0.574788,0.526902,0.93355,1.51472,0.80474,4.69576
5,2,7.87885,13.8249,1.05758,0.983127,1.73226,3.21646,1.54149,7.89294
5,3,14.9992,23.2714,1.81733,2.31411,2.97658,5.99302,2.55884,12.2525
5,4,27.8393,38.6768,3.02473,3.79533,4.98771,11.0769,6.66604,19.8463
5,5,50.7715,63.598,4.97665,7.19109,8.19588,17.1416,18.9074,28.5083
5,6,81.2824,94.3931,7.36814,9.63124,12.1337,23.7888,32.9688,35.089
5,7,111.41,122.232,9.41544,11.2226,15.5809,28.8528,38.4697,35.7689
5,8,134.034,140.704,10.6721,11.5612,17.7673,31.1899,36.4498,30.3779
5,9,144.412,147.825,11.0783,11.2182,18.5106,31.3637,32.155,24.4484
5,10,147.165,149.381,11.2005,11.2134,18.6654,31.3304,34.7454,22.9252
5,11,147.349,149.652,11.4775,12.1543,18.9367,32.2529,56.4702,27.0021
5,12,147.383,149.764,12.1468,14.0902,19.6022,34.1487,110.633,36.4367
5,13,148.191,149.866,13.0499,15.6766,20.5575,35.8051,178.168,45.2858
5,14,149.139,149.956,13.927,16.1291,21.6844,36.9582,224.14,50.5991
5,15,149.673,149.988,14.9053,16.2565,23.1939,38.6618,244.639,57.162
5,16,149.897,149.996,16.1051,16.6875,25.2167,41.3923,252.027,67.4899
5,17,149.971,149.998,17.0876,17.219,27.0227,44.0049,254.264,77.0409
5,18,149.983,149.993,17.3098,17.3146,27.5086,44.7113,254.705,85.7538
5,19,149.948,149.93,16.1978,16.1392,25.4438,41.4896,254.582,122.319
5,20,149.765,149.572,14.1853,14.0027,21.8512,35.8364,254.212,182.543
5,21,149.038,148.469,12.8012,12.5332,19.3698,31.9059,253.151,219.728
5,22,146.808,145.395,12.1036,11.8655,18.1026,29.9381,249.294,230.212
5,23,139.79,136.334,11.423,11.3698,17.0675,28.3732,237.263,220.745
5,24,122.852,115.882,10.0804,10.2149,15.1236,25.2831,208.514,191.383
5,25,95.9847,85.6153,7.94313,8.2784,11.9563,19.6937,163.044,146.833
5,26,64.9947,53.0295,5.42076,5.01708,8.1549,13.3606,110.494,100.591
5,27,37.4782,26.0443,3.10827,2.85988,4.64796,7.61771,63.7125,62.1646
5,28,20.5693,11.2321,1.68652,1.54863,2.52858,4.1345,34.9591,34.9594
5,29,10.556,4.00115,0.838613,0.785551,1.26933,2.07699,17.9464,17.9455
6,0,0.451349,4.0098,0.309485,0.292654,0.494041,0.791363,0.428407,3.88273
6,1,2.33237,7.78563,0.594279,0.551965,0.965288,1.55509,0.810695,6.30383
6,2,5.55174,14.0719,1.08612,1.02377,1.7661,3.45599,1.57985,10.7337
6,3,11.0067,23.2945,1.86538,2.62679,3.02339,6.57346,2.56645,16.9493
6,4,21.2009,38.0871,3.06565,4.27699,4.99938,12.326,7.29766,27.6275
6,5,39.7218,61.1033,4.91669,8.2836,8.02919,18.7263,20.4265,40.3114
6,6,64.3417,88.7055,7.14684,11.1,11.6642,25.6335,36.623,51.6513
6,7,89.1519,113.506,9.07659,13.2982,14.8458,31.2126,46.8585,57.8424
6,8,111.166,132.068,10.4816,14.5473,17.1942,34.6677,52.857,57.4382
6,9,126.244,142.472,11.2381,15.1318,18.4771,36.1574,57.3581,53.692
6,10,134.309,146.864,11.6718,16.0274,19.1457,37.2362,68.2434,53.2673
6,11,138.474,148.536,12.1519,18.0027,19.7496,39.0557,94.719,59.8226
6,12,141.748,149.236,12.8364,20.6409,20.5356,41.1564,138.99,71.946
6,13,144.971,149.55,13.6424,22.3606,21.4585,42.2114,187.238,84.61
6,14,147.481,149.719,14.4783,22.2253,22.4818,42.1118,222.553,96.0934
6,15,148.941,149.82,15.3681,20.7725,23.6491,41.8815,241.736,108.748
6,16,149.615,149.88,16.217,18.9938,24.7699,41.9922,250.22,123.421
6,17,149.865,149.909,16.6668,17.499,25.3112,41.8715,253.342,139.693
6,18,149.945,149.908,16.2881,16.1466,24.6915,40.4585,254.343,161.796
6,19,149.972,149.886,14.8671,14.3963,22.5788,36.9467,254.696,196.357
6,20,149.988,149.863,13.1338,12.5948,19.8903,32.591,254.863,229.833
6,21,149.963,149.832,12.1716,11.6177,18.0143,29.5518,254.913,247.41
6,22,149.854,149.64,11.9347,11.4326,17.3105,28.4358,254.729,252.202
6,23,148.554,147.378,11.7925,11.2711,17.2263,28.3585,252.468,249.152
6,24,139.802,134.356,11.1718,10.8729,16.5713,27.4545,237.508,230.513
6,25,116.1,103.571,9.41977,9.5209,14.1027,23.2086,197.266,186.946
6,26,82.1467,64.6564,6.76258,6.24338,10.144,16.6299,139.648,131.773
6,27,49.5266,31.4953,4.08033,3.75381,6.10252,9.99889,84.193,82.8259
6,28,27.8778,12.6225,2.28378,2.10632,3.42182,5.59948,47.3856,47.3859
6,29,14.6833,3.61634,1.17912,1.10601,1.77628,2.90265,24.9662,24.964
7,0,-0.310744,4.36941,0.346958,0.321886,0.538166,0.870863,0.457484,5.0644
7,1,0.834616,8.20169,0.639023,0.600157,1.0281,1.64652,0.842401,8.33863
7,2,2.921,14.7334,1.15767,1.0962,1.8625,3.84349,1.66112,14.4725
7,3,6.49977,24.1952,1.9899,3.08535,3.20389,7.51117,2.65686,23.3956
7,4,13.773,39.2382,3.26269,5.01685,5.25501,14.2726,8.15019,38.5438
7,5,27.2835,61.5649,5.12039,9.83434,8.27405,21.4654,21.9682,57.3331
7,6,44.7869,87.3583,7.29338,13.2702,11.7687,29.2269,39.3731,76.229
7,7,61.9665,109.958,9.17639,16.414,14.8091,36.0449,52.7569,91.4891
7,8,79.1261,127.327,10.6628,19.1057,17.2194,41.4407,64.825,100.539
7,9,94.9499,138.498,11.6528,21.6118,18.85,45.4574,77.5639,104.311
7,10,108.841,144.533,12.3547,24.6405,19.9817,48.9762,95.7391,107.766
7,11,120.875,147.435,12.9755,28.6326,20.915,52.3556,123.44,114.856
7,12,131.246,148.663,13.6085,32.8614,21.7885,54.6058,159.589,126.11
7,13,139.416,149.095,14.2588,35.4258,22.6009,54.3315,195.855,139.558
7,14,144.893,149.319,14.9732,34.534,23.3737,51.4976,223.824,154.676
7,15,147.947,149.518,15.8527,29.9862,24.1508,47.5846,241.195,172.662
7,16,149.338,149.701,16.8809,23.7564,24.8229,44.2065,250.027,193.585
7,17,149.827,149.829,17.6791,18.7098,25.0417,41.8554,253.53,214.095
7,18,149.956,149.889,17.2253,15.7352,24.1835,39.4436,254.582,229.407
7,19,149.989,149.917,14.8623,13.5349,21.7599,35.4706,254.88,241.089
7,20,150,149.95,12.568,11.8635,19.0811,31.2226,254.976,250.07
7,21,150,149.984,11.8472,11.213,17.4068,28.5083,254.998,254.161
7,22,150,149.999,11.9453,11.6392,16.9309,27.8331,255,254.972
7,23,149.954,149.833,11.7954,11.0503,16.9614,27.8298,254.918,254.663
7,24,147.372,144.46,11.5662,10.9133,17.0376,28.0626,250.484,248.54
7,25,130.518,117.444,10.4207,10.2705,15.5672,25.6047,221.805,216.022
7,26,96.9974,73.86,7.90578,7.2924,11.8483,19.4329,164.893,158.991
7,27,60.9661,35.1489,5.00491,4.60323,7.48892,12.2725,103.639,102.498
7,28,35.2208,12.7676,2.8922,2.66586,4.32585,7.09093,59.8699,59.8683
7,29,19.0091,2.45311,1.53305,1.43579,2.30561,3.77276,32.3116,32.305
8,0,-1.09029,4.84706,0.385237,0.362637,0.606962,0.970551,0.49538,6.40705
8,1,-0.686211,8.88238,0.700001,0.661924,1.11361,1.79272,0.887655,10.7653
8,2,0.253096,15.9857,1.27872,1.21908,2.04634,4.41656,1.79572,19.0777
8,3,1.95912,26.378,2.23565,3.69849,3.552,8.87188,2.8847,31.6092
8,4,6.2431,42.8867,3.66934,6.04082,5.84902,16.9893,9.19223,52.6876
8,5,14.2808,66.2771,5.65847,11.7407,9.05824,25.3765,23.2452,79.6286
8,6,23.3298,92.2196,7.91191,15.8172,12.6244,34.3191,40.0618,108.389
8,7,30.3622,114.103,9.81519,19.742,15.6372,42.4534,53.0579,134.408
8,8,38.8456,129.955,11.2914,23.5599,17.98,49.5877,65.3861,153.223
8,9,52.111,139.709,12.3111,27.9753,19.6613,56.3771,79.737,163.759
8,10,71.984,144.961,13.1069,33.9739,21.0355,63.7231,100.459,169.455
8,11,95.4269,147.535,13.7944,41.829,22.2603,70.83,129.306,174.759
8,12,116.935,148.576,14.368,50.2258,23.2842,74.9501,163.5,182.531
8,13,132.695,148.877,14.8435,56.1997,24.04,73.4961,196.547,192.936
8,14,142.286,149.095,15.3929,55.7208,24.5941,66.3464,223.006,205.368
8,15,147.245,149.38,16.3425,45.9877,25.145,56.3294,240.949,219.802
8,16,149.331,149.692,17.9556,30.4874,25.8687,47.8235,250.775,235.493
8,17,149.913,149.904,19.9587,19.2662,26.5568,43.6767,254.304,247.766
8,18,149.99,149.967,20.407,15.7613,26.2172,41.7957,254.902,252.324
8,19,149.998,149.968,15.9065,13.5829,22.6828,36.754,254.969,253.298
8,20,150,149.986,12.0673,11.7309,19.2325,31.5727,254.996,254.514
8,21,150,149.996,11.4829,10.8293,17.7475,28.9391,255,254.922
8,22,150,150,11.7916,10.2555,16.4912,26.9111,255,254.996
8,23,149.999,149.971,11.5917,10.4989,16.9498,27.7991,254.998,254.967
8,24,149.237,147.333,11.5442,10.7054,17.1629,28.2274,253.686,253.106
8,25,137.872,123.147,10.8933,10.5849,16.3233,26.8478,234.324,230.964
8,26,107.275,76.404,8.7023,8.01391,13.047,21.4073,182.366,177.959
8,27,70.4343,34.3265,5.78358,5.32047,8.64701,14.1766,119.738,118.803
8,28,42.0608,10.3126,3.47107,3.19746,5.18499,8.48548,71.5018,71.4971
8,29,23.3864,-0.106763,1.90428,1.77957,2.85535,4.67192,39.7573,39.758
9,0,-1.79104,5.40499,0.431292,0.407297,0.673671,1.08101,0.537813,7.82713
9,1,-2.08434,9.78084,0.781743,0.737738,1.2417,1.98821,0.947168,13.3962
9,2,-2.15875,17.7641,1.44539,1.38864,2.29633,5.16663,1.98987,24.2422
9,3,-2.13229,29.7554,2.57084,4.45594,4.06413,10.6185,3.23391,41.1177
9,4,-0.723174,48.8546,4.26333,7.2809,6.7408,20.2939,10.3111,69.1845
9,5,1.49715,74.8995,6.50125,13.7346,10.3239,30.0039,23.9482,105.6
9,6,0.566256,102.591,8.90682,18.0778,14.0747,39.7636,38.1202,144.992
9,7,-5.64193,124.547,10.7813,21.7739,16.9695,47.7617,46.7018,180.253
9,8,-10.0888,138.135,12.0176,25.0445,18.8651,54.1344,53.0186,204.259
9,9,-2.21028,144.658,12.8091,29.8029,20.1842,61.8792,62.1509,215.783
9,10,25.321,147.403,13.5988,38.7138,21.6721,74.376,81.2718,219.334
9,11,65.5453,148.584,14.4438,52.6278,23.3909,89.7463,112.757,220.793
9,12,102.819,148.99,15.0743,69.08,24.8411,100.277,151.612,224.148
9,13,127.823,149.042,15.35,83.5026,25.6897,99.3197,189.213,229.792
9,14,141.119,149.173,15.5311,88.8927,26.0437,86.7542,219.106,236.284
9,15,147.115,149.407,16.2293,75.1909,26.2828,68.4167,239.336,242.862
9,16,149.43,149.728,17.9495,43.0083,26.8587,52.3179,250.853,249.643
9,17,149.969,149.961,20.3179,19.5327,27.6503,45.3337,254.677,254.12
9,18,150,149.999,23.2718,15.7599,27.8469,43.5015,254.998,254.969
9,19,149.999,149.985,16.3577,13.8094,23.7244,38.5902,254.989,254.826
9,20,150,149.999,11.2975,11.8986,19.1794,31.9921,255,254.989
9,21,150,149.999,11.0862,10.9323,18.6465,29.9303,255,254.997
9,22,150,149.999,11.0959,10.1307,17.4081,28.8711,255,254.999
9,23,149.999,149.932,11.2622,10.2469,17.3377,28.5414,254.999,254.986
9,24,149.435,146.202,11.4286,10.5956,17.3459,28.5646,254.026,253.65
9,25,140.129,117.738,11.0498,10.7473,16.6636,27.4147,238.164,235.72
9,26,112.95,67.7526,9.18143,8.44111,13.7815,22.6097,192.014,188.588
9,27,77.8134,26.0648,6.41571,5.89795,9.59217,15.7181,132.277,131.521
9,28,48.554,3.68085,4.03141,3.71458,6.00785,9.84133,82.5406,82.5365
9,29,28.1029,-4.85884,2.30554,2.15203,3.44883,5.64118,47.7682,47.7647
10,0,-2.33625,5.95947,0.479561,0.458615,0.75745,1.21036,0.572846,9.15366
10,1,-3.16913,10.7387,0.866079,0.832851,1.37186,2.21354,1.01067,15.9305
10,2,-3.98269,19.7738,1.63579,1.58626,2.59351,5.99328,2.19258,29.3595
10,3,-5.19859,33.726,2.96234,5.25645,4.67293,12.5707,3.6248,50.7614
10,4,-6.17928,55.965,4.94934,8.58022,7.80647,23.7998,11.2977,85.9424
10,5,-9.45206,85.3879,7.47963,15.4832,11.8248,34.6125,23.9358,131.53
10,6,-20.7954,115.186,9.9945,19.412,15.692,44.0569,34.1521,179.628
10,7,-42.1843,136.378,11.6201,21.2586,18.0813,48.8571,36.2578,218.572
10,8,-63.01,146.143,12.2476,21.3908,18.8842,49.4999,34.4911,239.586
10,9,-63.4256,148.836,12.5731,23.6992,19.3997,53.7621,36.4299,246.224
10,10,-25.7392,149.388,13.4531,34.2404,21.1494,72.1069,51.7504,246.29
10,11,38.9913,149.535,14.8179,55.7655,23.9556,103.094,86.3103,245.112
10,12,95.9931,149.539,15.7735,83.0025,26.2611,127.384,133.774,245.739
10,13,128.937,149.483,15.7835,110.012,27.2405,128.741,181.391,248.028
10,14,143.06,149.543,15.2191,132.054,27.2845,108.249,217.774,250.432
10,15,147.846,149.599,15.1417,129.225,27.1381,81.9908,238.35,251.998
10,16,149.462,149.696,16.3413,78.4652,27.3017,60.1785,249.328,253.328
10,17,149.962,149.929,17.2913,26.0118,28.0219,48.497,254.406,254.696
10,18,150,149.999,15.4551,14.5916,28.6512,48.6785,254.995,254.993
10,19,149.998,149.925,15.4323,14.3551,25.1633,41.9138,254.96,254.91
10,20,150,149.878,12.2024,12.1198,20.1634,33.2957,254.986,254.941
10,21,150,149.891,11.2761,10.9273,18.5251,30.2185,254.997,254.98
10,22,150,149.889,11.1045,10.2672,17.8565,29.1502,254.999,254.993
10,23,149.985,148.741,11.2369,10.3762,17.608,28.9594,254.969,254.926
10,24,148.93,136.138,11.4581,10.8041,17.5625,29.0021,253.15,252.584
10,25,139.763,94.896,11.148,10.9985,16.8474,27.7168,237.533,235.348
10,26,116.137,44.0988,9.53897,8.75184,14.288,23.435,197.429,194.701
10,27,84.3422,8.51225,7.01371,6.44228,10.4573,17.1326,143.385,142.78
10,28,55.3907,-8.01021,4.62686,4.2663,6.88818,11.2731,94.1606,94.1607
10,29,33.514,-12.2277,2.77637,2.58384,4.13351,6.7672,56.9699,56.9746
11,0,-2.64984,6.3986,0.517192,0.497352,0.82136,1.31067,0.603346,10.1907
11,1,-3.81495,11.5342,0.940412,0.904022,1.49234,2.41609,1.06026,17.9659
11,2,-4.94824,21.5138,1.80169,1.75728,2.86223,6.79248,2.36651,33.6032
11,3,-6.67524,37.2786,3.33327,6.01446,5.25594,14.4484,3.95518,58.9078
11,4,-8.87468,62.3218,5.5784,9.76527,8.81562,27.0297,11.9609,99.9109
